primaryIdentifier,secondaryIdentifier,symbol,name,sgdAlias,briefDescription,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,chromosomeLocation.strand,organism.shortName,featureType,gene.link
SGD:S000000791,YEL065W,SIT1,Siderophore Iron Transport,ARN3|siderophore transporter,Ferrioxamine B transporter,chrV,27657,29543,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000791
SGD:S000005702,YOR176W,HEM15,HEMe biosynthesis,ferrochelatase HEM15,Ferrochelatase,chrXV,662401,663582,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005702
SGD:S000004662,YMR058W,FET3,FErrous Transport,ferroxidase FET3,Ferro-O2-oxidoreductase,chrXIII,388822,390732,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004662
SGD:S000002947,YDR539W,FDC1,Ferulic acid DeCarboxylase,putative phenylacrylic acid decarboxylase FDC1,Ferulic acid decarboxylase,chrIV,1512094,1513605,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002947
SGD:S000004762,YMR153W,NUP53,NUclear Pore,FG-nucleoporin NUP53,FG-nucleoporin component of central core of nuclear pore complex (NPC),chrXIII,564435,565862,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004762
SGD:S000002246,YDL088C,ASM4,Anti-Suppressor in Multicopy,FG-nucleoporin ASM4|NUP59,FG-nucleoporin component of central core of nuclear pore complex (NPC),chrIV,298417,300003,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002246
SGD:S000002600,YDR192C,NUP42,NUclear Pore,FG-nucleoporin NUP42|RIP1|UIP1,FG-nucleoporin component of central core of the nuclear pore complex,chrIV,843569,844861,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002600
SGD:S000001377,YIL115C,NUP159,NUclear Pore,FG-nucleoporin NUP159|NUP158|RAT7,FG-nucleoporin component of central core of the nuclear pore complex,chrIX,144327,148709,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001377
SGD:S000003577,YJL041W,NSP1,NucleoSkeletal-like Protein,FG-nucleoporin NSP1,FG-nucleoporin component of central core of the nuclear pore complex,chrX,365784,368373,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003577
SGD:S000001551,YKL068W,NUP100,NUclear Pore,FG-nucleoporin NUP100|NSP100|[NUP100+],FG-nucleoporin component of central core of the nuclear pore complex,chrXI,310199,313078,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001551
SGD:S000004650,YMR047C,NUP116,NUclear Pore,FG-nucleoporin NUP116|NSP116,FG-nucleoporin component of central core of the nuclear pore complex,chrXIII,363364,366705,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004650
SGD:S000003351,YGR119C,NUP57,NUclear Pore,FG-nucleoporin NUP57,FG-nucleoporin component of central core of the nuclear pore complex,chrVII,728046,729671,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003351
SGD:S000003140,YGL172W,NUP49,NUclear Pore,FG-nucleoporin NUP49|NSP49,FG-nucleoporin component of central core of the nuclear pore complex,chrVII,180700,182118,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003140
SGD:S000000063,YAR002W,NUP60,NUclear Pore,FG-nucleoporin NUP60,FG-nucleoporin component of central core of the nuclear pore complex,chrI,152257,153876,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000063
SGD:S000005624,YOR098C,NUP1,NUclear Pore,FG-nucleoporin NUP1,FG-nucleoporin component of central core of the nuclear pore complex,chrXV,507948,511178,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005624
SGD:S000002777,YDR369C,XRS2,X-Ray Sensitive,?,FHA domain-containing component of the Mre11 complex,chrIV,1215016,1217580,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002777
SGD:S000002536,YDR129C,SAC6,Suppressor of ACtin,ABP67|fimbrin,"Fimbrin, actin-bundling protein",chrIV,713340,715379,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002536
SGD:S000005886,YOR359W,VTS1,VTi1-2 Suppressor,[VTS1+],Flap-structured DNA-binding and RNA-binding protein,chrXV,1011189,1012760,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005886
SGD:S000002203,YDL045C,FAD1,FAD synthetase,FMN adenylyltransferase,Flavin adenine dinucleotide (FAD) synthetase,chrIV,372688,373608,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002203
SGD:S000006142,YPL221W,FLC1,FLavin Carrier,BOP1|flavin adenine dinucleotide transporter|HUF1,Flavin adenine dinucleotide transporter,chrXVI,133043,135424,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006142
SGD:S000001219,YHR176W,FMO1,Flavin containing MonoOxygenase,"N,N-dimethylaniline monooxygenase",Flavin-containing monooxygenase,chrVIII,454229,455527,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001219
SGD:S000003487,YGR255C,COQ6,COenzyme Q,"putative N,N-dimethylaniline monooxygenase COQ6",Flavin-dependent monooxygenase involved in ubiquinone biosynthesis,chrVII,1002523,1003962,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003487
SGD:S000006241,YPR037C,ERV2,Essential for Respiration and Viability,flavin-linked sulfhydryl oxidase,Flavin-linked sulfhydryl oxidase localized to the ER lumen,chrXVI,646448,647038,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006241
SGD:S000003261,YGR029W,ERV1,Essential for Respiration and Viability,flavin-linked sulfhydryl oxidase,Flavin-linked sulfhydryl oxidase of the mitochondrial IMS,chrVII,543553,544205,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003261
SGD:S000001631,YKL148C,SDH1,Succinate DeHydrogenase,SDHA|succinate dehydrogenase flavoprotein subunit SDH1,Flavoprotein subunit of succinate dehydrogenase,chrXI,169207,171129,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001631
SGD:S000002439,YDR032C,PST2,Protoplasts-SecreTed,flavodoxin-like fold family protein,FMN-dependent NAD(P)H:quinone oxidoreductase,chrIV,504099,504695,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002439
SGD:S000004001,YLR011W,LOT6,LOw Temperature-responsive,flavin-dependent quinone reductase,FMN-dependent NAD(P)H:quinone reductase,chrXII,169103,169678,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004001
SGD:S000005767,YOR241W,MET7,METhionine requiring,MET23|tetrahydrofolate synthase,Folylpolyglutamate synthetase,chrXV,786995,788641,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005767
SGD:S000005012,YNL068C,FKH2,ForK head Homolog,forkhead family transcription factor FKH2,Forkhead family transcription factor,chrXIV,495701,498289,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005012
SGD:S000001393,YIL131C,FKH1,ForK head Homolog,forkhead family transcription factor FKH1,Forkhead family transcription factor,chrIX,100781,102235,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001393
SGD:S000000661,YCR065W,HCM1,High-Copy suppressor of Calmodulin,?,Forkhead transcription factor,chrIII,229310,231004,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000661
SGD:S000001421,YIL159W,BNR1,BNi1 Related,formin BNR1,Formin,chrIX,41825,45952,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001421
SGD:S000005215,YNL271C,BNI1,Bud Neck Involved,formin BNI1|PPF3|SHE5,Formin,chrXIV,129522,135383,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005215
SGD:S000002983,YGL015C,BIL2,Bud6-interacting ligand 2,?,Formin inhibitor,chrVII,465043,465435,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002983
SGD:S000002352,YDL193W,NUS1,Nuclear Undecaprenyl pyrophosphate Synthase,"ditrans,polycis-polyprenyl diphosphate synthase",Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1,chrIV,114672,115799,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002352
SGD:S000004707,YMR101C,SRT1,Suppressor of Rer-Two,"ditrans,polycis-polyprenyl diphosphate synthase",Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,chrXIII,468445,469476,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004707
SGD:S000000206,YBR002C,RER2,Retention in the Endoplasmic Reticulum,"ditrans,polycis-polyprenyl diphosphate synthase",Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,chrII,241708,242568,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000206
SGD:S000003293,YGR061C,ADE6,ADEnine requiring,phosphoribosylformylglycinamidine synthase,Formylglycinamidine-ribonucleotide (FGAM)-synthetase,chrVII,611889,615965,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003293
SGD:S000002836,YDR428C,BNA7,Biosynthesis of NAD,arylformamidase,Formylkynurenine formamidase,chrIV,1323454,1324239,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002836
SGD:S000004369,YLR377C,FBP1,"Fructose-1,6-BisPhosphatase","ACN8|fructose 1,6-bisphosphate 1-phosphatase","Fructose-1,6-bisphosphatase",chrXII,873746,874792,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004369
SGD:S000001543,YKL060C,FBA1,"Fructose-1,6-Bisphosphate Aldolase",fructose-bisphosphate aldolase FBA1|LOT1,"Fructose 1,6-bisphosphate aldolase",chrXI,326408,327487,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001543
SGD:S000003691,YJL155C,FBP26,Fructose BisPhosphatase,"fructose-2,6-bisphosphatase","Fructose-2,6-bisphosphatase, required for glucose metabolism",chrX,129285,130643,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003691
SGD:S000006183,YPL262W,FUM1,FUMarase,fumarase FUM1,Fumarase,chrXVI,47336,48802,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006183
SGD:S000003812,YJR051W,OSM1,OSMotic sensitivity,FRDS2|fumarate reductase,"Fumarate reductase, catalyzes the reduction of fumarate to succinate",chrX,529861,531366,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003812
SGD:S000000208,YBR004C,GPI18,GlycosylPhosphatidylInositol,FMP44|GPI-anchor transamidase GPI18,Functional ortholog of human PIG-V,chrII,244366,245667,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000208
SGD:S000002141,YAL064W-B,?,?,?,Fungal-specific protein of unknown function,chrI,12046,12426,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002141
SGD:S000000091,YAR068W,?,?,?,Fungal-specific protein of unknown function,chrI,222406,222891,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000091
SGD:S000004157,YLR167W,RPS31,Ribosomal Protein of the Small subunit,eS31|RPS37|S31|S31e|S37|UB13|UBI3|ubiquitin-ribosomal 40S subunit protein S31 fusion protein|YS24,Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin,chrXII,498947,499405,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004157
SGD:S000000038,YAL040C,CLN3,CycLiN,cyclin CLN3|DAF1|FUN10|WHI1,G1 cyclin involved in cell cycle progression,chrI,65778,67520,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000038
SGD:S000004812,YMR199W,CLN1,CycLiN,cyclin CLN1,G1 cyclin involved in regulation of the cell cycle,chrXIII,662644,664284,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004812
SGD:S000006177,YPL256C,CLN2,CycLiN,cyclin CLN2,G1 cyclin involved in regulation of the cell cycle,chrXVI,64977,66614,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006177
SGD:S000002369,YDL210W,UGA4,Utilization of GAba,?,GABA (gamma-aminobutyrate) permease,chrIV,84270,85985,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002369
SGD:S000000224,YBR020W,GAL1,GALactose metabolism,galactokinase,Galactokinase,chrII,279021,280607,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000224
SGD:S000000222,YBR018C,GAL7,GALactose metabolism,UDP-glucose:hexose-1-phosphate uridylyltransferase,Galactose-1-phosphate uridyl transferase,chrII,274427,275527,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000222
SGD:S000004071,YLR081W,GAL2,GALactose metabolism,galactose permease GAL2,Galactose permease,chrXII,290212,291936,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004071
SGD:S000006233,YPR029C,APL4,clathrin Adaptor Protein complex Large chain,?,Gamma-adaptin,chrXVI,624469,626967,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006233
SGD:S000003251,YGR019W,UGA1,Utilization of GAba,4-aminobutyrate transaminase,Gamma-aminobutyrate (GABA) transaminase,chrVII,525229,526644,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003251
SGD:S000000965,YER163C,GCG1,Gamma-glutamyl Cyclotransferase acting on Glutathione,gamma-glutamylcyclotransferase,Gamma-glutamyl cyclotransferase,chrV,503084,503782,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000965
SGD:S000003637,YJL101C,GSH1,glutathione (GSH),glutamate--cysteine ligase,Gamma glutamylcysteine synthetase,chrX,234320,236356,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003637
SGD:S000002708,YDR300C,PRO1,PROline requiring,glutamate 5-kinase,Gamma-glutamyl kinase,chrIV,1061505,1062791,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002708
SGD:S000005850,YOR323C,PRO2,PROline requiring,glutamate-5-semialdehyde dehydrogenase,Gamma-glutamyl phosphate reductase,chrXV,921535,922905,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005850
SGD:S000004290,YLR299W,ECM38,ExtraCellular Mutant,CIS2|gamma-glutamyltransferase,Gamma-glutamyltranspeptidase,chrXII,726069,728051,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004290
SGD:S000005231,YNL287W,SEC21,SECretory,coatomer subunit gamma,Gamma subunit of coatomer,chrXIV,91994,94801,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005231
SGD:S000004580,YML112W,CTK3,Carboxy-Terminal domain Kinase,?,Gamma subunit of C-terminal domain kinase I,chrXIII,45063,45953,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004580
SGD:S000000243,YBR039W,ATP3,ATP synthase,F1F0 ATP synthase subunit gamma,Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase,chrII,315575,316510,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000243
SGD:S000005611,YOR085W,OST3,OligoSaccharylTransferase,dolichyl-diphosphooligosaccharide--protein glycotransferase OST3,Gamma subunit of the oligosaccharyltransferase complex of the ER lumen,chrXV,482033,483085,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005611
SGD:S000000827,YER025W,GCD11,General Control Derepressed,SUI4|translation initiation factor eIF2 subunit gamma,Gamma subunit of the translation initiation factor eIF2,chrV,205251,206834,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000827
SGD:S000005786,YOR260W,GCD1,General Control Derepressed,TRA3|translation initiation factor eIF2B subunit gamma,Gamma subunit of the translation initiation factor eIF2B,chrXV,813984,815720,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005786
SGD:S000001564,YKL081W,TEF4,Translation Elongation Factor,EFC1|translation elongation factor EF1B gamma,Gamma subunit of translational elongation factor eEF1B,chrXI,282891,284455,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001564
SGD:S000004202,YLR212C,TUB4,TUBulin,gamma-tubulin,Gamma-tubulin,chrXII,564860,566281,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004202
SGD:S000000045,YAL047C,SPC72,Spindle Pole Component,gamma-tubulin complex subunit SPC72|LDB4,Gamma-tubulin small complex (gamma-TuSC) receptor,chrI,54989,56857,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000045
SGD:S000003646,YJL110C,GZF3,Gata Zinc Finger protein,DEH1|NIL2,GATA zinc finger protein,chrX,209922,211577,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003646
SGD:S000000938,YER136W,GDI1,GDP Dissociation Inhibitor,SEC19,GDP dissociation inhibitor,chrV,439616,440971,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000938
SGD:S000002213,YDL055C,PSA1,?,mannose-1-phosphate guanylyltransferase|MPG1|SRB1|VIG9,GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase),chrIV,355674,356759,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002213
SGD:S000001747,YKR039W,GAP1,General Amino acid Permease,amino acid permease GAP1,General amino acid permease,chrXI,515063,516871,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001747
SGD:S000000680,YCR084C,TUP1,dTMP-UPtake,AAR1|AER2|AMM1|chromatin-silencing transcriptional regulator TUP1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7,General repressor of transcription in complex with Cyc8p,chrIII,260311,262452,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000680
SGD:S000004315,YLR323C,CWC24,Complexed With Cef1p,U2-type spliceosomal complex subunit CWC24,General splicing factor,chrXII,778173,778952,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004315
SGD:S000000316,YBR112C,CYC8,CYtochrome C,CRT8|[OCT]|[OCT1+]|SSN6|transcription regulator CYC8,General transcriptional co-repressor,chrII,462870,465770,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000316
SGD:S000003011,YGL043W,DST1,DNA Strand Transfer,P37|PPR2|SII|S-II|TFIIS|transcription elongation factor DST1,General transcription elongation factor TFIIS,chrVII,417483,418412,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003011
SGD:S000000340,YBR136W,MEC1,Mitosis Entry Checkpoint,ESR1|protein kinase MEC1|RAD31|SAD3,Genome integrity checkpoint protein and PI kinase superfamily member,chrII,505668,512774,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000340
SGD:S000005990,YPL069C,BTS1,Bet Two Suppressor,farnesyltranstransferase,Geranylgeranyl diphosphate synthase (GGPPS),chrXVI,422885,423892,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005990
SGD:S000000309,YBR105C,VID24,Vacuolar Import and Degradation,GID4|glucose-induced degradation complex subunit VID24,GID Complex regulatory subunit,chrII,450881,451969,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000309
SGD:S000001279,YIL017C,VID28,Vacuolar Import and Degradation,GID5|glucose-induced degradation complex subunit VID28|YIL017W,"GID Complex subunit, serves as adaptor for regulatory subunit Vid24p",chrIX,318200,320965,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001279
SGD:S000028510,YBR111W-A,SUS1,Sl gene Upstream of ySa1,?,"Global transcriptional regulator, component of SAGA, TREX-2 complexes",chrII,462139,462579,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000028510
SGD:S000000545,YCL040W,GLK1,GLucoKinase,glucokinase|HOR3,Glucokinase,chrIII,50838,52340,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000545
SGD:S000001877,YFL017C,GNA1,GlucosamiNe-6-phosphate Acetyltransferase,glucosamine 6-phosphate N-acetyltransferase|PAT1,Glucosamine-6-phosphate acetyltransferase,chrVI,103983,104462,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001877
SGD:S000004705,YMR099C,?,?,glucose-6-phosphate 1-epimerase,Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase),chrXIII,463934,464827,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004705
SGD:S000005185,YNL241C,ZWF1,ZWischenFerment,glucose-6-phosphate dehydrogenase|MET19|POS10,Glucose-6-phosphate dehydrogenase (G6PD),chrXIV,196426,197943,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005185
SGD:S000005620,YOR094W,ARF3,ADP-Ribosylation Factor,Arf family GTPase ARF3|ARL2,Glucose-repressible ADP-ribosylation factor,chrXV,502795,503346,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005620
